Ind_ID	PosInd_X	PosInd_Y	PhenValue	Region
2525	2.21423	3.52987	0.508344	1
2533	1.8859	18.6708	0.85761	1
2543	0.256635	14.0668	0.385622	1
2547	0.532033	7.33741	-0.121932	1
2548	1.63856	17.6789	0.517778	1
2570	0.6569	5.47103	1.31702	1
2577	0.455779	2.67131	0.376119	1
2604	0.994318	21.7419	0.537219	1
2631	0.771973	14.6244	0.142385	1
2656	1.88417	12.4504	0.755088	1
2661	1.15097	17.8658	0.257922	1
2664	0.156857	3.55451	0.581878	1
2680	2.44251	11.2486	1.02592	1
2687	0.19339	17.1043	0.46296	1
2688	0.842951	5.28239	1.29784	1
2708	1.08685	12.475	1.13405	1
2726	1.91312	10.3187	0.109011	1
2733	1.69474	2.13282	0.718209	1
2744	1.03807	21.4193	0.589635	1
2765	2.35803	20.7984	0.172849	1
2787	0.553563	0.11019	0.601645	1
2843	1.18906	23.0767	0.788204	1
2846	0.474663	11.838	0.725314	1
2850	1.75409	19.4245	1.14074	1
2852	1.01971	22.3956	0.364751	1
2858	0.315771	3.83057	0.383691	1
2863	0.810268	16.7917	0.191661	1
2879	0.987824	21.1355	-0.642087	1
2886	0.284387	0.377444	-0.232335	1
2887	1.07911	0.547531	0.418167	1
2889	1.5586	11.2317	0.420933	1
2899	1.31358	5.64615	0.292445	1
2909	1.03537	19.5544	0.822468	1
2911	0.624648	24.6792	0.821331	1
2915	0.0844377	17.5545	0.134128	1
2937	0.724143	5.83857	0.923279	1
2942	0.279692	20.0045	0.636632	1
2943	1.17572	11.9692	0.501848	1
2948	2.20404	9.67526	0.777691	1
2952	1.21892	9.01017	0.16529	1
2954	2.12382	17.1455	0.622581	1
2975	2.313	1.11485	0.20373	1
2976	1.90537	18.3051	0.236398	1
2998	0.74024	2.93882	0.283122	1
3018	1.24435	6.7276	0.488471	1
3026	1.49044	20.6593	0.759114	1
3028	1.89738	4.78528	0.495702	1
3071	2.27011	20.4506	1.19291	1
3080	0.689361	12.0356	0.445176	1
3085	0.823688	8.0412	0.863503	1
3094	2.12827	13.1516	1.03631	1
3095	0.114271	16.4089	0.471519	1
3107	0.122694	4.95601	0.361026	1
3117	1.2535	10.0871	1.10978	1
3118	0.771967	10.0516	1.34893	1
3125	2.29923	20.1005	0.340616	1
3127	0.586033	4.37037	0.378461	1
